High-yielding,Not high-yielding,sentences
1,0,"1-(methylsulfonylmethyl)pyrazol-3-amine and (2R)-2-(3-chloro-4-methylsulfonylphenyl)-3-cyclopentyl-N-(1-methylpyrazol-3-yl)propanamide react together in the presence of 2,6-dimethylpyridine, dichloromethane, oxalyl dichloride to produce (2R)-2-(3-chloro-4-methylsulfonylphenyl)-3-cyclopentyl-N-[1-(methylsulfonylmethyl)pyrazol-3-yl]propanamide."
0,1,"methyl (2S)-2-[[2-(3,5-difluorophenyl)acetyl]amino]-3-hydroxypropanoate reacts in the presence of oxolane, chlorane, oxidane, chloride, lithium(1+), sodium(1+), hydroxide to produce (2S)-2-[[2-(3,5-difluorophenyl)acetyl]amino]-3-hydroxypropanoic acid."
1,0,"(4aR,9aS)-6-(1-methylpyrazol-4-yl)-2,3,4,4a,9,9a-hexahydro-1H-indeno[2,1-b]pyridine and 3H-benzimidazole-5-carboxylic acid react together to produce [(4aR,9aS)-6-(1-methylpyrazol-4-yl)-2,3,4,4a,9,9a-hexahydroindeno[2,1-b]pyridin-1-yl]-(3H-benzimidazol-5-yl)methanone."
1,0,"ethyl 1,3-bis(1,3-benzodioxol-5-yl)-1-hydroxyindene-2-carboxylate reacts in the presence of ethoxyethane, triethylsilane, dichloromethane, trifluoroborane, 1-(1,3-benzodioxol-5-yl)-1H-indene-2-carboxylate to produce 1,3-bis(1,3-benzodioxol-5-yl)-2,3-dihydro-1H-indene-2-carboxylic acid."
1,0,"ethyl 5-(trifluoromethyl)-1H-pyrazole-4-carboxylate and [chloro(diphenyl)methyl]benzene react together in the presence of N,N-diethylethanamine, N,N-dimethylformamide to produce ethyl 3-(trifluoromethyl)-1-tritylpyrazole-4-carboxylate."
1,0,"chloro-tri(propan-2-yl)silane and 4-[(4-iodophenyl)methyl]-5-propan-2-yl-1,2-dihydropyrazol-3-one react together in the presence of N,N-dimethylformamide, oxidane, 1H-imidazole to produce [4-[(4-iodophenyl)methyl]-5-propan-2-yl-1H-pyrazol-3-yl]oxy-tri(propan-2-yl)silane."
0,1,"1,4-dichlorobut-2-yne and 5-nitro-1H-pyrazole react together in the presence of N,N-dimethylformamide, hydride, sodium(1+) to produce 1-(4-chlorobut-2-ynyl)-3-nitropyrazole."
1,0,(6-bromonaphthalen-2-yl)oxy-tert-butyl-dimethylsilane and 3-methyl-1-(1-tritylimidazol-4-yl)butan-1-one react together to produce 1-[6-[tert-butyl(dimethyl)silyl]oxynaphthalen-2-yl]-3-methyl-1-(1-tritylimidazol-4-yl)butan-1-ol.
0,1,"methylurea and methyl 3-cyclopentyl-2-(4-methylsulfonylphenyl)propanoate react together in the presence of methanol, methanolate, magnesium(2+) to produce 3-cyclopentyl-N-(methylcarbamoyl)-2-(4-methylsulfonylphenyl)propanamide."
0,1,"N'-hydroxyethanimidamide and 2-[1-[2-[2-(2-oxopiperidin-1-yl)phenyl]ethyl]pyrrolidin-3-yl]benzoic acid react together in the presence of N,N-dimethylformamide, chlorane, dichloromethane, oxidane to produce 1-[2-[2-[3-[2-(3-methyl-1,2,4-oxadiazol-5-yl)phenyl]pyrrolidin-1-yl]ethyl]phenyl]piperidin-2-one."
0,1,"1-bromo-2-methoxyethane and 12-azatricyclo[7.2.1.02,7]dodeca-2(7),3,5-trien-4-amine react together in the presence of propan-2-one, carbonate, potassium(1+) to produce 12-(2-methoxyethyl)-12-azatricyclo[7.2.1.02,7]dodeca-2(7),3,5-trien-4-amine."
0,1,"4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)aniline and 4-bromo-2,3-dihydroisoindol-1-one react together in the presence of 1,2-dimethoxyethane, oxidane, carbonate, sodium(1+), palladium;triphenylphosphanium to produce 4-(4-aminophenyl)-2,3-dihydroisoindol-1-one."
0,1,"tert-butyl N-[(4S)-4-(3-bromo-4-fluorophenyl)-4-methyl-5,6-dihydro-1,3-thiazin-2-yl]carbamate and tributyl(pyrazin-2-yl)stannane react together in the presence of 1,4-dioxane, palladium;triphenylphosphanium to produce tert-butyl N-[(4S)-4-(4-fluoro-3-pyrazin-2-ylphenyl)-4-methyl-5,6-dihydro-1,3-thiazin-2-yl]carbamate."
0,1,"N-(1,3-benzothiazol-2-yl)-4-piperazin-1-ylbenzamide and 2-oxaspiro[4.4]nonane-1,3-dione react together in the presence of N,N-diethylethanamine, N,N-dimethylformamide, 2,2,2-trifluoroacetic acid to produce 1-[2-[4-[4-(1,3-benzothiazol-2-ylcarbamoyl)phenyl]piperazin-1-yl]-2-oxoethyl]cyclopentane-1-carboxylic acid."
1,0,"2-(chloromethyl)-3,5,7,8-tetrahydropyrano[4,3-d]pyrimidin-4-one and azide react together in the presence of propan-2-one, sodium(1+) to produce 2-(azidomethyl)-3,5,7,8-tetrahydropyrano[4,3-d]pyrimidin-4-one."
1,0,"benzyl N-[[4-[[4-chloro-2-[(5-chloropyridin-2-yl)carbamoyl]phenyl]carbamoyl]phenyl]-methyl-oxo-lambda6-sulfanylidene]carbamate reacts in the presence of oxidane, carbonate, sulfuric acid, potassium(1+) to produce 5-chloro-N-(5-chloropyridin-2-yl)-2-[[4-(methylsulfonimidoyl)benzoyl]amino]benzamide."
0,1,"1-O-tert-butyl 2-O-methyl 4-butyl-4-hydroxypyrrolidine-1,2-dicarboxylate and N-ethyl-N-(trifluoro-lambda4-sulfanyl)ethanamine react together in the presence of dichloromethane to produce 1-O-tert-butyl 2-O-methyl 4-butyl-4-fluoropyrrolidine-1,2-dicarboxylate."
0,1,"5-chloro-2-prop-2-ynylsulfanylpyrimidine and hydrogen peroxide react together in the presence of methanol, oxidane, selenium dioxide, chloride, sodium(1+) to produce 5-chloro-2-prop-2-ynylsulfinylpyrimidine."
0,1,"tert-butyl 4-(hydroxymethyl)imidazole-1-carboxylate and 2-hydroxyisoindole-1,3-dione react together in the presence of oxolane, propan-2-yl N-propan-2-yloxycarbonyliminocarbamate, triphenylphosphane to produce tert-butyl 4-[(1,3-dioxoisoindol-2-yl)oxymethyl]imidazole-1-carboxylate."
1,0,"tert-butyl 4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-3,6-dihydro-2H-pyridine-1-carboxylate and 4-bromo-2-methoxy-1-nitrobenzene react together in the presence of N,N-dimethylformamide, carbonate, chloride, potassium(1+), lithium(1+), dioxidoborane to produce tert-butyl 4-(3-methoxy-4-nitrophenyl)-3,6-dihydro-2H-pyridine-1-carboxylate."
1,0,"1,4-dibromobenzene and 2-methyl-2-piperidin-1-ylpropanenitrile react together in the presence of oxolane, ethoxyethane, molecular iodine, carbonate, potassium(1+), magnesium to produce 1-[2-(4-bromophenyl)propan-2-yl]piperidine."
1,0,"(4S)-4-benzyl-3-[(2R)-2-[(S)-(6-chloropyridin-3-yl)-hydroxymethyl]hex-5-ynoyl]-1,3-oxazinan-2-one and [tert-butyl(dimethyl)silyl] trifluoromethanesulfonate react together in the presence of 2,6-dimethylpyridine, dichloromethane to produce (4S)-4-benzyl-3-[(2R)-2-[(S)-[tert-butyl(dimethyl)silyl]oxy-(6-chloropyridin-3-yl)methyl]hex-5-ynoyl]-1,3-oxazinan-2-one."
1,0,"5-[(2R)-2-(5-fluoro-2-methoxypyridin-3-yl)pyrrolidin-1-yl]pyrazolo[1,5-a]pyrimidine-3-carboxylic acid and azetidin-3-ol react together in the presence of N-ethyl-N-propan-2-ylpropan-2-amine, [dimethylamino(triazolo[4,5-b]pyridin-3-yloxy)methylidene]-dimethylazanium, N,N-dimethylformamide, chlorane, hexafluorophosphate to produce [5-[(2R)-2-(5-fluoro-2-methoxypyridin-3-yl)pyrrolidin-1-yl]pyrazolo[1,5-a]pyrimidin-3-yl]-(3-hydroxyazetidin-1-yl)methanone."
1,0,"benzyl 4-(2-hydrazinyl-2-oxoethoxy)benzoate and 5-iodo-1H-indole-2,3-dione react together in the presence of acetic acid to produce benzyl 4-[2-[(2-hydroxy-5-iodo-1H-indol-3-yl)diazenyl]-2-oxoethoxy]benzoate."
0,1,"methyl 4-[2-[1-benzhydryl-2-[2-[tert-butyl(diphenyl)silyl]oxyethyl]-5-chloroindol-3-yl]ethoxy]-2-methoxybenzoate reacts in the presence of oxolane, tetrabutylazanium, fluoride to produce methyl 4-[2-[1-benzhydryl-5-chloro-2-(2-hydroxyethyl)indol-3-yl]ethoxy]-2-methoxybenzoate."
0,1,"2-chloro-4,6,7,8-tetramethoxyquinazoline and 1,3-benzodioxol-5-ylmethanamine react together in the presence of propan-2-ol, carbonate, sodium(1+) to produce N-(1,3-benzodioxol-5-ylmethyl)-4,6,7,8-tetramethoxyquinazolin-2-amine."
1,0,"3-thiophen-2-ylpropanoic acid reacts in the presence of oxolane, ethyl acetate, ethoxyethane, methanol to produce 3-thiophen-2-ylpropan-1-ol."
0,1,"methyl 2-[4-(1H-indol-6-yl)-6-methyl-2-phenylpyrimidin-5-yl]pentanoate reacts in the presence of methanol, sodium(1+), hydroxide to produce 2-[4-(1H-indol-6-yl)-6-methyl-2-phenylpyrimidin-5-yl]pentanoic acid."
1,0,"2-nitro-4-(trifluoromethyl)benzoic acid reacts in the presence of ethanol, molecular hydrogen, palladium to produce 2-amino-4-(trifluoromethyl)benzoic acid."
0,1,"propanoyl propanoate and methyl (3S,4R)-4-(3-cyclopentyloxy-4-methoxyphenyl)pyrrolidine-3-carboxylate react together in the presence of N,N-dimethylpyridin-4-amine, dichloromethane to produce methyl (3S,4R)-4-(3-cyclopentyloxy-4-methoxyphenyl)-1-propanoylpyrrolidine-3-carboxylate."
0,1,"ethyl 7-[pyridin-2-yl-[5-(trifluoromethylsulfonyloxy)pyridin-2-yl]amino]heptanoate and (4-fluorophenyl)boronic acid react together in the presence of toluene, oxidane, carbonate, potassium(1+), palladium;triphenylphosphanium to produce ethyl 7-[[5-(4-fluorophenyl)pyridin-2-yl]-pyridin-2-ylamino]heptanoate."
1,0,"4-bromo-1H-pyrazole and 2-chloro-N,N-dimethylethanamine react together in the presence of N,N-dimethylformamide, chlorane, carbonate, potassium(1+) to produce 2-(4-bromopyrazol-1-yl)-N,N-dimethylethanamine."
0,1,"3,3-dimethylcyclohexane-1-thiol and 4-(bromomethyl)benzonitrile react together in the presence of acetonitrile, oxidane, carbonate, potassium(1+) to produce 4-[(3,3-dimethylcyclohexyl)sulfanylmethyl]benzonitrile."
1,0,"(4-nitrophenyl)methyl N-[2-[[2-[3-[tert-butyl(diphenyl)silyl]oxyazetidin-1-yl]-1,3-thiazole-4-carbonyl]-methylamino]ethyl]carbamate reacts in the presence of oxolane, acetic acid, tetrabutylazanium, fluoride to produce (4-nitrophenyl)methyl N-[2-[[2-(3-hydroxyazetidin-1-yl)-1,3-thiazole-4-carbonyl]-methylamino]ethyl]carbamate."
1,0,"tert-butyl 2-[[4-[[(4-bromobenzoyl)amino]methyl]-1,3-thiazol-2-yl]sulfanyl]-2-methylpropanoate and [4-(trifluoromethyl)phenoxy]boronic acid react together in the presence of 1,4-dioxane, oxidane, carbonate, sodium(1+), palladium;triphenylphosphanium to produce tert-butyl 2-methyl-2-[[4-[[[4-[4-(trifluoromethyl)phenyl]benzoyl]amino]methyl]-1,3-thiazol-2-yl]sulfanyl]propanoate."
1,0,"N,6-dimethoxy-N-methyl-1-benzofuran-2-carboxamide reacts in the presence of oxolane, aluminum(3+), hydride, lithium(1+) to produce 6-methoxy-1-benzofuran-2-carbaldehyde."
0,1,"ethyl (2S)-3-[4-[2-[4-(benzenesulfonyl)phenyl]ethoxy]phenyl]-2-ethoxypropanoate reacts in the presence of oxolane, acetonitrile, chlorane, oxidane, lithium(1+), hydroxide to produce (2S)-3-[4-[2-[4-(benzenesulfonyl)phenyl]ethoxy]phenyl]-2-ethoxypropanoic acid."
1,0,"3,4-dihydro-2H-pyran and (4-nitrophenyl)methanol react together in the presence of (7,7-dimethyl-2-oxo-1-bicyclo[2.2.1]heptanyl)methanesulfonic acid, ethyl acetate, hydrogen carbonate, sodium(1+) to produce 2-[(4-nitrophenyl)methoxy]oxane."
1,0,"[2-(4-bromophenyl)-3-hydroxypropyl] acetate and 4-methylbenzenesulfonyl chloride react together in the presence of N,N-diethylethanamine, N,N-dimethylpyridin-4-amine, dichloromethane to produce [2-(4-bromophenyl)-3-(4-methylphenyl)sulfonyloxypropyl] acetate."
1,0,"6,8-dibromo-1,7-naphthyridine and tert-butyl (3S)-3-aminopyrrolidine-1-carboxylate react together in the presence of 1-methylpyrrolidin-2-one, oxidane, hydride, sodium(1+) to produce tert-butyl (3S)-3-[(6-bromo-1,7-naphthyridin-8-yl)amino]pyrrolidine-1-carboxylate."
1,0,"3-oxo-2-phenyl-4H-1,4-benzoxazine-8-carboxylic acid reacts in the presence of oxolane, oxidane, hydrogen carbonate, boranuide, sodium(1+) to produce (2-phenyl-2H-1,4-benzoxazin-8-yl)methanol."
0,1,"2-[4-(4-methoxy-3-methylbenzoyl)piperidin-1-yl]acetic acid and 2-(aminomethyl)-3,5,7,8-tetrahydropyrano[4,3-d]pyrimidin-4-one react together in the presence of N,N-diethylethanamine, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide, N,N-dimethylformamide, chlorane, oxidane, 1-hydroxybenzotriazole to produce 2-[4-(4-methoxy-3-methylbenzoyl)piperidin-1-yl]-N-[(4-oxo-3,5,7,8-tetrahydropyrano[4,3-d]pyrimidin-2-yl)methyl]acetamide."
0,1,"9H-fluoren-9-ylmethyl N-[(2S)-1-[[(3R,4S,5S)-1-[(2S)-2-[(1R,2R)-3-[[(1S,2R)-1-hydroxy-1-phenylpropan-2-yl]amino]-1-methoxy-2-methyl-3-oxopropyl]pyrrolidin-1-yl]-3-methoxy-5-methyl-1-oxoheptan-4-yl]-methylamino]-3-methyl-1-oxobutan-2-yl]carbamate reacts in the presence of oxolane, N-ethylethanamine to produce (2S)-2-amino-N-[(3R,4S,5S)-1-[(2S)-2-[(1R,2R)-3-[[(1S,2R)-1-hydroxy-1-phenylpropan-2-yl]amino]-1-methoxy-2-methyl-3-oxopropyl]pyrrolidin-1-yl]-3-methoxy-5-methyl-1-oxoheptan-4-yl]-N,3-dimethylbutanamide."
0,1,3-aminobenzamide and oxidane react together in the presence of oxolane to produce 3-[(2-aminoacetyl)amino]benzamide.
1,0,"ethyl 4-[[4-(5-chloro-2-methoxyphenyl)-2-oxo-6-(trifluoromethyl)-1H-quinolin-3-yl]sulfanyl]benzoate reacts in the presence of oxolane, chlorane, oxidane, sodium(1+), hydroxide to produce 4-[[4-(5-chloro-2-methoxyphenyl)-2-oxo-6-(trifluoromethyl)-1H-quinolin-3-yl]sulfanyl]benzoic acid."
0,1,"2-chloro-4-(6,7-dimethoxyquinazolin-4-yl)oxyaniline and 5-methyl-1,3-thiazol-2-amine react together in the presence of N,N-diethylethanamine, chloroform, oxidane to produce 1-[2-chloro-4-(6,7-dimethoxyquinazolin-4-yl)oxyphenyl]-3-(5-methyl-1,3-thiazol-2-yl)urea."
0,1,"dimethyl (2R)-2-[2,6-dibromo-4-(6-bromonaphtho[3,2-b][1]benzothiol-11-yl)phenoxy]butanedioate reacts in the presence of 1,4-dioxane, chlorane, oxidane to produce (2R)-2-[2,6-dibromo-4-(6-bromonaphtho[3,2-b][1]benzothiol-11-yl)phenoxy]butanedioic acid."
1,0,"propyl 4-[2-amino-1-[(2-methylpropan-2-yl)oxycarbonylamino]ethyl]cyclohexane-1-carboxylate and 1-(4-chlorophenyl)cyclopropane-1-carboxylic acid react together in the presence of N-ethyl-N-propan-2-ylpropan-2-amine, [benzotriazol-1-yloxy(dimethylamino)methylidene]-dimethylazanium, N,N-dimethylformamide, hexafluorophosphate to produce propyl 4-[2-[[1-(4-chlorophenyl)cyclopropanecarbonyl]amino]-1-[(2-methylpropan-2-yl)oxycarbonylamino]ethyl]cyclohexane-1-carboxylate."
0,1,"ethyl 7-chloro-4-hydroxy-6-(1-methylindol-5-yl)-2-oxo-1H-quinoline-3-carboxylate reacts in the presence of ethanol, sodium(1+), hydroxide to produce 7-chloro-4-hydroxy-6-(1-methylindol-5-yl)-1H-quinolin-2-one."
1,0,"tert-butyl (4S)-5-[[(2S)-1-[[(2S)-1-[[(2S)-3-hydroxy-1-[[(2S)-1-[(2-methylpropan-2-yl)oxy]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-[(2-methylpropan-2-yl)oxy]-1,5-dioxopentan-2-yl]amino]-4-[(2-methylpropan-2-yl)oxy]-1,4-dioxobutan-2-yl]amino]-5-oxo-4-[[(2S)-2-(phenylmethoxycarbonylamino)propanoyl]amino]pentanoate reacts in the presence of methanol, palladium to produce tert-butyl (4S)-4-[[(2S)-2-aminopropanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[(2S)-3-hydroxy-1-[[(2S)-1-[(2-methylpropan-2-yl)oxy]-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-[(2-methylpropan-2-yl)oxy]-1,5-dioxopentan-2-yl]amino]-4-[(2-methylpropan-2-yl)oxy]-1,4-dioxobutan-2-yl]amino]-5-oxopentanoate."
1,0,"5,9,13-trimethyl-2-propan-2-yl-1-trimethylsilyloxycyclotetradeca-2,4,8,12-tetraene-1-carbonitrile reacts in the presence of oxolane, tetrabutylazanium, ethoxyethane, fluoride to produce 5,9,13-trimethyl-2-propan-2-ylcyclotetradeca-2,4,8,12-tetraen-1-one."
1,0,"N-(2-methyl-4-nitrophenyl)benzamide and carbonate react together in the presence of iodomethane, N,N-dimethylformamide, cesium(1+) to produce N-methyl-N-(2-methyl-4-nitrophenyl)benzamide."
1,0,"3-phenylmethoxypropan-1-amine and 9-(1,3-benzodioxol-5-yl)-8-(phenylmethoxymethyl)benzo[g][1,3]benzodioxole-7-carboxylic acid react together in the presence of Dicyclohexylcarbodiimide, dichloromethane, oxidane, 1-hydroxybenzotriazole to produce 9-(1,3-benzodioxol-5-yl)-8-(phenylmethoxymethyl)-N-(3-phenylmethoxypropyl)benzo[g][1,3]benzodioxole-7-carboxamide."
0,1,"1-N-(1,3-benzothiazol-2-yl)-3-N-(3-bromopyridin-2-yl)cyclobutane-1,3-diamine and 2-methylpropan-2-olate react together in the presence of oxolane, N,N-diethylethanamine, ethyl acetate, dichloromethane, oxidane, bis(trichloromethyl) carbonate, sodium(1+), palladium(2+) to produce 3-[3-(1,3-benzothiazol-2-ylamino)cyclobutyl]-1-cyclopropylimidazo[4,5-b]pyridin-2-one."
0,1,"tributyl-(2-methylsulfanylpyrimidin-4-yl)stannane and 2-(4-fluorophenyl)-3-iodo-8-phenylmethoxyimidazo[1,2-a]pyridine react together in the presence of ethyl acetate, toluene, dichloropalladium;triphenylphosphanium, fluoride, potassium(1+) to produce 2-(4-fluorophenyl)-3-(2-methylsulfanylpyrimidin-4-yl)-8-phenylmethoxyimidazo[1,2-a]pyridine."
1,0,"ethyl 2-[(3-hydroxybenzoyl)amino]acetate reacts in the presence of oxolane, methanol, lithium(1+), hydroxide to produce 2-[(3-hydroxybenzoyl)amino]acetic acid."
0,1,tert-butyl N-[2-(3-aminophenyl)ethyl]carbamate and 2-(4-morpholin-4-yl-6-oxo-1H-pyrimidin-2-yl)acetate react together in the presence of sodium(1+) to produce tert-butyl N-[2-[3-[[2-(4-morpholin-4-yl-6-oxo-1H-pyrimidin-2-yl)acetyl]amino]phenyl]ethyl]carbamate.
0,1,"3,4-dihydro-2H-pyran and 1-chloroethanol react together to produce 2-(2-chloroethoxy)oxane."
0,1,"2-methyl-6-sulfanylbenzoic acid and pyridine-2-carbonitrile react together in the presence of pyridine to produce 5-methyl-2-pyridin-2-yl-1,3-benzothiazin-4-one."
1,0,"tert-butyl N-[(3S)-1-[(1R)-1-[3-(7-ethylsulfanylquinolin-2-yl)-[1,2,4]triazolo[4,3-a]pyridin-6-yl]-2,2,2-trifluoroethyl]pyrrolidin-3-yl]carbamate reacts in the presence of 2,2,2-trifluoroacetic acid to produce (3S)-1-[(1R)-1-[3-(7-ethylsulfanylquinolin-2-yl)-[1,2,4]triazolo[4,3-a]pyridin-6-yl]-2,2,2-trifluoroethyl]pyrrolidin-3-amine."
1,0,"N,N-dimethylformamide and 2-(5-bromo-1H-indol-3-yl)-N,N-dimethylethanamine react together in the presence of oxolane, cyanide, iron(2+), 2,4-Cyclopentadien-1-yldiphenylphosphine to produce 3-[2-(dimethylamino)ethyl]-1H-indole-5-carbonitrile."
1,0,tert-butyl (2-methylpropan-2-yl)oxycarbonyl carbonate and methylhydrazine react together in the presence of dichloromethane to produce tert-butyl N-amino-N-methylcarbamate.
1,0,"4-acetylbenzoic acid and 5-(1-benzothiophen-2-yl)-2,4-dimethoxybenzaldehyde react together in the presence of heptane, N,N-dimethylformamide, methanol, oxidane, lithium;methanolate to produce 4-[(E)-3-[5-(1-benzothiophen-2-yl)-2,4-dimethoxyphenyl]prop-2-enoyl]benzoic acid."
1,0,"methyl 4-[2-[2-(2-azidoethyl)-1-benzhydryl-5-chloroindol-3-yl]ethyl-methylamino]benzoate reacts in the presence of methanol, dichloromethane, palladium to produce methyl 4-[2-[2-(2-aminoethyl)-1-benzhydryl-5-chloroindol-3-yl]ethyl-methylamino]benzoate."
1,0,"4,4,5,5-tetramethyl-2-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1,3,2-dioxaborolane and (1-pyrimidin-2-yl-3,6-dihydro-2H-pyridin-4-yl) trifluoromethanesulfonate react together in the presence of acetate, iron(2+), potassium(1+), 2,4-Cyclopentadien-1-yldiphenylphosphine, 2,4-Cyclopentadien-1-yldiphenylphosphine to produce 2-[4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-3,6-dihydro-2H-pyridin-1-yl]pyrimidine."
0,1,"[(3R)-oxolan-3-yl] methanesulfonate and 2-fluoro-4-[3-(hydroxymethyl)phenyl]-3,5-dimethylphenol react together in the presence of N,N-dimethylformamide, oxidane, carbonate, cesium(1+) to produce [3-[3-fluoro-2,6-dimethyl-4-[(3S)-oxolan-3-yl]oxyphenyl]phenyl]methanol."
0,1,"5-bromo-2-methylpyridine and [(7R)-7-(dibenzylamino)-5,6,7,8-tetrahydronaphthalen-1-yl]boronic acid react together to produce (2R)-N,N-dibenzyl-8-(6-methylpyridin-3-yl)-1,2,3,4-tetrahydronaphthalen-2-amine."
0,1,"3,4,6,7,8,9-hexahydro-2H-pyrido[3,4-b]indolizin-1-one and 2-bromo-4-chloropyridine-3-carbaldehyde react together in the presence of 1,4-dioxane, (5-diphenylphosphanyl-9,9-dimethylxanthen-4-yl)-diphenylphosphane, (1E,4E)-1,5-diphenylpenta-1,4-dien-3-one, carbonate, potassium(1+), palladium to produce 4-chloro-2-(1-oxo-3,4,6,7,8,9-hexahydropyrido[3,4-b]indolizin-2-yl)pyridine-3-carbaldehyde."
1,0,"N',N'-dimethylpropane-1,3-diamine and 4-[4-(2-phenoxyethylsulfanylmethyl)phenyl]benzoic acid react together in the presence of oxolane, di(imidazol-1-yl)methanone to produce N-[3-(dimethylamino)propyl]-4-[4-(2-phenoxyethylsulfanylmethyl)phenyl]benzamide."
0,1,"[(2R,3R,4R,5R)-4-acetyloxy-2-methyl-5-[5,6,7-trifluoro-2-(propan-2-ylamino)benzimidazol-1-yl]oxolan-3-yl] acetate reacts in the presence of ethanol, methanol, oxidane, carbonate, sodium(1+) to produce (2R,3S,4R,5R)-2-methyl-5-[5,6,7-trifluoro-2-(propan-2-ylamino)benzimidazol-1-yl]oxolane-3,4-diol."
1,0,5-amino-2-tert-butylsulfonylbenzonitrile and 4-(4-bromo-2-methylphenyl)-N-(3-cyano-4-ethylsulfonylphenyl)butanamide react together in the presence of 4-(4-bromophenyl)butanoyl chloride to produce 4-(4-bromophenyl)-N-(4-tert-butylsulfonyl-3-cyanophenyl)butanamide.
1,0,"[3-amino-4-(propan-2-ylamino)phenyl]-(4-fluorophenyl)methanone and nitrite react together in the presence of chlorane, carbonate, potassium(1+), sodium(1+) to produce (4-fluorophenyl)-(1-propan-2-ylbenzotriazol-5-yl)methanone."
1,0,"5-bromo-1,3-benzodioxole and dioxane react together in the presence of fluoride, potassium(1+) to produce 4-(1,3-benzodioxol-5-yl)benzaldehyde."
1,0,"2,3-dihydro-1H-inden-2-amine and (2R,3R,4S,5R)-2-(6-chloropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol react together in the presence of N,N-diethylethanamine, ethanol, methanol, chlorane to produce (2R,3R,4S,5R)-2-[6-(2,3-dihydro-1H-inden-2-ylamino)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol."
0,1,"2-fluoro-6-[2-methoxy-4-(1,2,2-trifluoroethenyl)phenoxy]pyridine reacts in the presence of tribromoborane to produce 2-(6-fluoropyridin-2-yl)oxy-5-(1,2,2-trifluoroethenyl)phenol."
1,0,magnesium;ethane;bromide and 2-anilino-N-methoxy-N-methyl-6-(trifluoromethyl)pyridine-3-carboxamide react together in the presence of oxolane to produce 1-[2-anilino-6-(trifluoromethyl)pyridin-3-yl]propan-1-one.
1,0,"tert-butyl 4-hydroxypiperidine-1-carboxylate and 4-chloro-6-methoxyquinazolin-7-ol react together in the presence of tert-butyl N-[(2-methylpropan-2-yl)oxycarbonylimino]carbamate, dichloromethane, triphenylphosphane to produce tert-butyl 4-(4-chloro-6-methoxyquinazolin-7-yl)oxypiperidine-1-carboxylate."
