reaction,High-yielding,Not high-yielding
CC(C)(C)OC(=O)c1ccccc1-c1ccc(CN)cc1.CCCCC=CC(=O)CC(=O)OCC.COC(OC)N(C)C>C1CCOC1.c1ccccc1>CCCCC=CC(=O)C(=CNCc1ccc(-c2ccccc2C(=O)OC(C)(C)C)cc1)C(=O)OCC,0,1
Cc1ccc(OCc2ccccc2)c2[nH]c(Cc3ccccc3)nc12>C.CCO.[H][H].[Pd]>Cc1ccc(O)c2[nH]c(Cc3ccccc3)nc12,1,0
COc1cnc2c(c1)c(-c1cc(Cl)nc(NC3CCCC(NS(=O)(=O)C4CC4)C3)c1)cn2S(=O)(=O)c1ccccc1>C1COCCO1.[Na+].[OH-]>COc1cnc2[nH]cc(-c3cc(Cl)nc(NC4CCCC(NS(=O)(=O)C5CC5)C4)c3)c2c1,0,1
COC(=O)Cl.Cc1ccccc1.Nc1cc(OC(=O)Oc2cc(N)c(F)cc2Cl)c(Cl)cc1F.O=C([O-])[O-]>[K+]>COC(=O)Nc1cc(OC(=O)Oc2cc(NC(=O)OC)c(F)cc2Cl)c(Cl)cc1F,1,0
C=CS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccccc4)cc23)CC1.OCCN1CCCCC1>CS(C)=O.O=C([O-])[O-].[I-].[K+].[Na+]>NC(=O)c1cc(-c2ccccc2)cc2c(C3CCN(S(=O)(=O)CCOCCN4CCCCC4)CC3)c[nH]c12,0,1
COc1ccc(C2=CCN(C(=O)OC(C)(C)C)CC2)c2sc(NC(=O)c3ccnc(C)c3)nc12>C1CCOC1.CO.[Pd]>COc1ccc(C2CCN(C(=O)OC(C)(C)C)CC2)c2sc(NC(=O)c3ccnc(C)c3)nc12,0,1
Brc1cccc2c1C[C@H](N(Cc1ccccc1)Cc1ccccc1)CC2.CCOB(OCC)OCC>C1CCOC1.[Li]CCCC>OB(O)c1cccc2c1C[C@H](N(Cc1ccccc1)Cc1ccccc1)CC2,0,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)CC(O)c1ccc(CN)cn1>CCN(CC)CC.Cl.ClCCl>CC(C)CC(O)c1ccc(CNC(=O)OC(C)(C)C)cn1,0,1
CN(C)CCCl.NC(=O)c1ccccc1O>C1COCCO1.Cl.O.O=C([O-])[O-].[K+]>CN(C)CCOc1ccccc1C(N)=O,0,1
C[C@@H](N)c1cccc2ccccc12.ClC=CCCl>CC(C)O.O=C([O-])[O-].[I-].[K+]>C[C@@H](NCC=CCl)c1cccc2ccccc12,0,1
C=CCN=CC(C)(C)CC=C>CO.[BH4-].[Na+]>C=CCNCC(C)(C)CC=C,0,1
COc1ccc(C=CC(=O)O)cc1OC(C)=O.C[C@H]1CC[C@H]([NH3+])CC1>CCN(CC)CC.CCOP(=O)(Cl)OCC.CN(C)c1ccncc1.COc1ccc(/C=C/C(=O)O)cc1O.ClCCl.[Cl-]>COc1ccc(C=CC(=O)N[C@H]2CC[C@H](C)CC2)cc1OC(C)=O,1,0
OCCCOc1c(Cl)cc(OCC=C(Cl)Cl)cc1Cl.Oc1cccc(OC(F)(F)F)c1>C1CCOC1.CC(C)OC(=O)/N=N/C(=O)OC(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1>FC(F)(F)Oc1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)cc1,0,1
CN1C(=O)CC[C@]2(C)c3ccc(Br)cc3CC[C@@H]12.O=Cc1cccc(B(O)O)c1>Cc1ccccc1.ClCCl.O=C([O-])[O-].[Na+].[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1>CN1C(=O)CC[C@]2(C)c3ccc(-c4cccc(C=O)c4)cc3CC[C@@H]12,0,1
NC(=O)c1cc([N+](=O)[O-])ccn1>CO.[H][H].[Pd]>NC(=O)c1cc(N)ccn1,1,0
Cc1cccn2cc(CCl)nc12.Clc1ccc(N2CCNCC2)cc1>C1CCOC1.CCN(C(C)C)C(C)C.CCN(CC)CC.CN(C)C=O.Cl>Cc1cccn2cc(CN3CCN(c4ccc(Cl)cc4)CC3)nc12,0,1
CCCc1cnc(N2CCC(Oc3nc4ccc(C5=CCN(S(=O)(=O)CCC(C)(C)O)CC5)cc4s3)CC2)nc1.C[Si](C)(C)CCOC(=O)CCC(=O)O>CC(C)N=C=NC(C)C.ClCCl.c1cc(N2CCCC2)ccn1>CCCc1cnc(N2CCC(Oc3nc4ccc(C5=CCN(S(=O)(=O)CCC(C)(C)OC(=O)CCC(=O)OCC[Si](C)(C)C)CC5)cc4s3)CC2)nc1,1,0
CNc1c(Br)cc(-c2cn(C)c(=O)c3c2cnn3COCC[Si](C)(C)C)c(Oc2ccc(F)cc2F)c1[N+](=O)[O-]>C1CCOC1.CC(=O)O.CCOC(C)=O.O=C([O-])O.[Fe].[Na+]>CNc1c(Br)cc(-c2cn(C)c(=O)c3c2cnn3COCC[Si](C)(C)C)c(Oc2ccc(F)cc2F)c1N,0,1
CCOC(=O)c1c(C)c(S(=O)(=O)N2CCCOCC2)c(C)n1Cc1cc(-c2ccc(Cl)s2)on1>C1CCOC1.O>Cc1c(S(=O)(=O)N2CCCOCC2)c(C)n(Cc2cc(-c3ccc(Cl)s3)on2)c1C(=O)O,1,0
Cc1cccc(C(=O)O)c1C.c1ccc(Cn2ccnc2)cc1>CC#N.CCN(CC)CC.O=S(Cl)Cl>Cc1cccc(C(=O)c2nccn2Cc2ccccc2)c1C,1,0
COC(=O)c1ccc2nc(C)n(Cc3ccc([N+](=O)[O-])cc3Cl)c2n1>CC(=O)O.CCO>COC(=O)c1ccc2nc(C)n(Cc3ccc(N)cc3Cl)c2n1,1,0
CC(C)(C)OC(=O)N1C[C@@H](Oc2ccccc2)C[C@H]1CO>CCN(CC)CC.CS(C)=O.ClCCl>CC(C)(C)OC(=O)N1C[C@@H](Oc2ccccc2)C[C@H]1C=O,1,0
CCCCC1CO1.c1c[nH]cn1>CC#N>CCCCC(O)Cn1ccnc1,0,1
C=CCCC=CCCC=CCCCC.CC(=O)OCCBr>CCCC[Mg]Cl.Cl.Cl[Ti](Cl)(Cl)Cl>CCCC/C=C\CC/C=C\CCCCCCOC(C)=O,0,1
CCCCCCCCCCCCC(=O)Cl.CCOC(=O)c1cc[nH]c1>CCCCCCCCCCCCC(=O)O.Cl.c1ccccc1>CCCCCCCCCCCCC(=O)c1cc(C(=O)OCC)c[nH]1,1,0
C=CCOc1cc(OC)c(F)c(Nc2ccc(I)cc2F)c1[N+](=O)[O-]>CCO.O.O=S([O-])S(=O)[O-].[Na+]>C=CCOc1cc(OC)c(F)c(Nc2ccc(I)cc2F)c1N,1,0
COC(=O)Cc1ccccc1N.O=C(O)CC1CCc2cc(Br)cc3[nH]c(=O)c(=O)n1c23>>COC(=O)Cc1ccccc1NC(=O)CC1CCc2cc(Br)cc3[nH]c(=O)c(=O)n1c23,0,1
CC(C)(C)OC(=O)N[C@H]1CC[C@H](CC=O)CC1.O=C(c1ccc(F)cc1)C1CCNCC1>CC(=O)O[BH-](OC(C)=O)OC(C)=O.Cl.ClCCl.[Na+]>CC(C)(C)OC(=O)N[C@H]1CC[C@H](CCN2CCC(C(=O)c3ccc(F)cc3)CC2)CC1,1,0
COc1nc(Cl)c(C(C)C)c(OC)n1>CO.Cl>CC(C)c1c(Cl)[nH]c(=O)[nH]c1=O,0,1
CCS(=O)(=O)Nc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Br.[C-]#N>CC(=O)[O-].CCc1ccc(C)nc1.[Cl-].[H-].[Na+].[Pd+2].[Zn+2]>CCS(=O)(=O)Nc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1C#N,0,1
Clc1cc(OC2CCCCO2)ccc1CNc1ccc(OCCN2CCCC2)cc1.O=S(=O)(Cl)c1ccc(Cl)cc1Cl>CCN(CC)CC.ClCCl.[N-]=C=O>O=S(=O)(c1ccc(Cl)cc1Cl)N(Cc1ccc(OC2CCCCO2)cc1Cl)c1ccc(OCCN2CCCC2)cc1,1,0
CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccncc3)cc2)n(-c2ccc(C#N)cc2)n1>C1CCOC1.[Al+3].[H-].[Li+]>CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccncc3)cc2)n(-c2ccc(CN)cc2)n1,1,0
CC1(C)Oc2ccc(C#N)cc2C2OC21.N#CN=C1NCCS1>CCN(CC)CC>CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCSC2=NC#N)[C@@H]1O,1,0
C[Si](C)(C)[N-][Si](C)(C)C.O=C1CCCC2(CC2)C1>C1CCOC1.CI.[Li+]>CC1CCC2(CC2)CC1=O,0,1
CC(C)(C)OC(=O)NCCOCCN.O=[N+]([O-])c1cnc2ccccc2c1Cl>CCN(CC)CC.ClCCl>CC(C)(C)OC(=O)NCCOCCNc1c([N+](=O)[O-])cnc2ccccc12,1,0
COc1cc(C)c(S(=O)(=O)N(Cc2ccc3c(c2)OCO3)[C@H](CNC(=O)c2ccccc2-n2cccc2)C(=O)O)c(C)c1.NOCc1ccccc1>CN(C)C=O.CN1CCOCC1.O.On1nnc2ccccc21>COc1cc(C)c(S(=O)(=O)N(Cc2ccc3c(c2)OCO3)[C@H](CNC(=O)c2ccccc2-n2cccc2)C(=O)NOCc2ccccc2)c(C)c1,0,1
COC(=O)Cc1ccc(Oc2ccc(C(=O)NCCc3ccc(Cl)cc3)cc2)c(Cl)c1>C1CCOC1.Cl.ClCCl.O.[Na+].[OH-]>O=C(O)Cc1ccc(Oc2ccc(C(=O)NCCc3ccc(Cl)cc3)cc2)c(Cl)c1,0,1
CCOC(=O)CC(=O)N(C)c1ccc(-c2ccccc2)cc1>C1CCOC1.CO.Cl.O.[Li]O>CN(C(=O)CC(=O)O)c1ccc(-c2ccccc2)cc1,1,0
N#Cc1cc(F)cc(F)c1>CO.N.[H][H].[Ni]>NCc1cc(F)cc(F)c1,1,0
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C[Si](C)(C)CCOCn1ccc2c(CN)cncc21>ClCCl>CC(C)(C)OC(=O)NCc1cncc2c1ccn2COCC[Si](C)(C)C,0,1
COC(=O)c1ncc2c(cc(-c3ccc(N4CCOCC4)cc3)c(=O)n2Cc2ccccc2)c1O.NCCC(=O)O>C[O-].[Na+]>O=C(O)CCNC(=O)c1ncc2c(cc(-c3ccc(N4CCOCC4)cc3)c(=O)n2Cc2ccccc2)c1O,0,1
CCOC(=O)C1=C(NCc2ccccn2)CCC1>B.CC(=O)O.c1ccncc1>CCOC(=O)C1CCCC1NCc1ccccn1,0,1
C[C@H]1CN(c2ccncc2NC(=O)c2nc3cc(N4CCOCC4)ccc3cc2NC(=O)OCc2ccccc2)C[C@@H](NC(=O)OC(C)(C)C)[C@H]1n1ccnn1>C1CCOC1.C1COCCO1.CO.Cl>C[C@H]1CN(c2ccncc2NC(=O)c2nc3cc(N4CCOCC4)ccc3cc2N)C[C@@H](N)[C@H]1n1ccnn1,0,1
O=[N+]([O-])c1ccc(S(=O)(=O)CCc2ccncc2)cc1>CCO.[Pd]>Nc1ccc(S(=O)(=O)CCc2ccncc2)cc1,0,1
CCOC(=O)CCc1nc(-c2ccccc2)cs1>CO.O.[BH4-].[Na+]>OCCCc1nc(-c2ccccc2)cs1,1,0
CO[C@@H]1C[C@@H](Cc2c[nH]c3ccc(-n4c(C)ccc4C)cc23)N(C)C1>CC(C)O.CCN(CC)CC.Cl.NO>CO[C@@H]1C[C@@H](Cc2c[nH]c3ccc(N)cc23)N(C)C1,1,0
CC(I)C(C)I.CCOC(=O)CC(=O)c1ccccc1>CN(C)C=O.O=C([O-])[O-].[Na+]>CCOC(=O)C1(C(=O)c2ccccc2)CCCC1,0,1
COC(=O)c1ccc2c(c1)CC(C)(C)C(c1ccc(F)c([N+](=O)[O-])c1)N2.O=C(O)C1CC1>CCN(C(C)C)C(C)C.ClCCl.O=P(Cl)(Cl)Cl>COC(=O)c1ccc2c(c1)CC(C)(C)C(c1ccc(F)c(NC(=O)C3CC3)c1)N2,1,0
Cc1ccc(F)cc1C(=O)N1CCOCC1.O=C1CCC(=O)N1Br>ClC(Cl)(Cl)Cl.O=C(OOC(=O)c1ccccc1)c1ccccc1>O=C(c1cc(F)ccc1CBr)N1CCOCC1,0,1
COC(=O)C1(C)CNCCC1O.Clc1ncc(Br)cn1>CCN(C(C)C)C(C)C.CCO.Cl>COC(=O)C1(C)CN(c2ncc(Br)cn2)CCC1O,0,1
O=[N+]([O-])O.Oc1ccnc2cc(Br)ccc12>CCC(=O)O>O=[N+]([O-])c1cnc2cc(Br)ccc2c1O,1,0
COC(=O)CCCCCC/C(=N\OCc1ccc(OCc2nc(-c3ccccc3)oc2C)cc1)c1ccc(OC)cc1>C1CCOC1.CO.Cl.O.[Li+].[OH-]>COc1ccc(/C(CCCCCCC(=O)O)=N/OCc2ccc(OCc3nc(-c4ccccc4)oc3C)cc2)cc1,1,0
CC(C)(CO)CO.CC(O)CO.Cc1ccc(S(=O)(=O)O)cc1>CC(O)CCO.CC(O)COC(C)CO.CCOCC.FB(F)F.O=S(=O)(O)O.OCCCCCCO.OCCO.OCCOCCO.OCCSCCO>C1=CC2C3C=CC(C3)C2C1,1,0
CCOC(=O)C=Cc1ccc(C=O)cc1.c1ccc(OCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>C1CCOC1.[Br-].[Li]CCCC>CCOC(=O)/C=C/c1ccc(C=CCCCOc2ccccc2)cc1,0,1
CN(Cc1ccc(NC(=O)C2=Cc3cc(Br)ccc3S(=O)(=O)CC2)cc1)C1CCOCC1.COCCc1ccc(OB([O-])[O-])cc1>CCO.Cc1ccccc1.O.O=C([O-])[O-].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>COCCc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(CN(C)C4CCOCC4)cc2)CCS3(=O)=O)cc1,0,1
CCCCCC=O.CN(C)CCCN>CO.[BH4-].[Na+]>CCCCCCNCCCN(C)C,0,1
ClCc1cn2cc(Cl)cc(Cl)c2n1.Fc1ccc(N2CCNCC2)cc1>CCN(CC)CC.OCCO>Fc1ccc(N2CCN(Cc3cn4cc(Cl)cc(Cl)c4n3)CC2)cc1,0,1
COP(=O)(CC(C)=O)OC.Cc1ccc(S(=O)(=O)N=[N+]=[N-])cc1>C1CCOC1.[H-].[Na+]>COP(=O)(OC)C(=[N+]=[N-])C(C)=O,1,0
COc1ccc(CNc2nccc(Oc3ccc(NC(=O)OC(C)(C)C)c4ccccc34)n2)cc1>O=C(O)C(F)(F)F>Nc1nccc(Oc2ccc(N)c3ccccc23)n1,0,1
CCOC(=O)C(Br)Br.Cn1nccc1C(=O)c1cc(O)c(O)c(Cl)c1Cl>CN(C)C=O.O=C([O-])[O-].[K+]>CCOC(=O)C1Oc2cc(C(=O)c3ccnn3C)c(Cl)c(Cl)c2O1,0,1
C=CC[C@H](CC(C)C)C(=O)O.COC(=O)CN>CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN1CCOCC1.Cl.ClCCl.F[P-](F)(F)(F)(F)F.O>C=CC[C@H](CC(C)C)C(=O)NCC(=O)OC,0,1
CCCC(=O)C(Cc1ccc(-c2ccccc2C#N)c([N+](=O)[O-])c1)C(=O)OCC.c1cc(NC2CCC3(CC2)OCCO3)[nH]n1>C1CCC2=NCCCN2CC1.CCN(CC)c1ccccc1.CCOC(C)=O.O>CCCc1c(Cc2ccc(-c3ccccc3C#N)c([N+](=O)[O-])c2)c(=O)n(C2CCC3(CC2)OCCO3)c2ccnn12,1,0
COC(=O)C1(C)CNN=C1c1ccc(Cl)cc1.Cc1noc(C)c1N=C=O>CCN(CC)CC.Cl.ClCCl>COC(=O)C1(C)CN(C(=O)Nc2c(C)noc2C)N=C1c1ccc(Cl)cc1,1,0
CC(=O)COc1ccc(-c2ccc(C(CC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)[nH]2)nc1>C1CCOC1.CCO.[BH4-].[Cl-].[NH4+].[Na+]>CC(O)COc1ccc(-c2ccc(C(CC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)[nH]2)nc1,1,0
Cc1ncc(C)n2nc(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)nc12.Cn1nc(N2CCCC2)nc1C=O>[Cl-]>Cc1ncc(C)n2nc(C=Cc3nc(N(C)C4CC4)nn3C)nc12,0,1
CCOCc1cc(N)c(F)cc1Br.O=C1OC(=O)C2CCC=CC12>CC(=O)O>CCOCc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Br,0,1
COC(=O)CCNc1cc(Br)ccc1[N+](=O)[O-]>CCO.[Cl-].[Fe].[NH4+]>COC(=O)CCNc1cc(Br)ccc1N,1,0
CCOC(=O)CC(=O)O.Cc1c(F)c(F)cc(F)c1C(=O)Cl>C1CCOC1.Cl.[Li]CCCC.c1ccc(-c2ccccn2)nc1>CCOC(=O)CC(=O)C(=O)c1c(F)cc(F)c(F)c1C,1,0
CN(C)C=O.CSc1sc(C(=N)NC(=O)OC(C)(C)C)cc1S(=O)(=O)c1cccc(Br)c1>C1CCOC1.CC(C)[Mg]Cl.[Li]CCCC>CSc1sc(C(=N)NC(=O)OC(C)(C)C)cc1S(=O)(=O)c1cccc(C=O)c1,1,0
CC1(CN2CCNCC2)Cn2cc([N+](=O)[O-])nc2O1.Cc1ccc(CC(=O)O)cc1>CCN(CC)CC.CCOC(C)=O.CN(C)C=O.Cl>Cc1ccc(CC(=O)N2CCN(CC3(C)Cn4cc([N+](=O)[O-])nc4O3)CC2)cc1,0,1
Cc1cccc2c(=O)[nH]c(-c3ccc(C#N)cc3)cc12.O.[OH-]>Cl.[Na+]>Cc1cccc2c(=O)[nH]c(-c3ccc(C(=O)O)cc3)cc12,0,1
CC(C)(C)c1ccc(B(O)O)cc1.CC1CCCN1c1cccc(Nc2cc(Cl)nn3ccnc23)n1>C1COCCO1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Na+].[Pd]>CC1CCCN1c1cccc(Nc2cc(-c3ccc(C(C)(C)C)cc3)nn3ccnc23)n1,0,1
OC1CNCC12CC2.OCCCBr>C1CCOC1.CCN(CC)CC>OCCCN1CC(O)C2(CC2)C1,0,1
CNC.COc1cc2c(cc1[N+](=O)[O-])N[C@@H](C)C2.O=C(Cl)CBr>C1CCOC1.Cl.O=C([O-])[O-].[K+]>COc1cc2c(cc1[N+](=O)[O-])N(C(=O)CN(C)C)[C@@H](C)C2,0,1
N#Cc1cccc(-c2cnc3ccc(Cl)nn23)c1.N[C@H]1CC[C@H](O)CC1>CN1CCCC1=O.Cl.O=C([O-])O.[Na+]>N#Cc1cccc(-c2cnc3ccc(NC4CCC(O)CC4)nn23)c1,0,1
Nc1ccncc1.O=C(Cl)c1ccccc1>CCN(CC)CC.ClCCl>NC(=O)c1ccccc1,1,0
NNC(=O)c1ccc(CNC(=O)c2cccc([N+](=O)[O-])c2)cc1.O=C1Nc2ccc(I)cc2C1=O>CC(=O)O>O=C1Nc2ccc(I)cc2C1=NNC(=O)c1ccc(CNC(=O)c2cccc([N+](=O)[O-])c2)cc1,1,0
CC(=O)OC(C)=O.CCC(O)c1ccc(Cl)c2nc3n(c12)CCCCN3c1ncc(Cl)cc1Cl>c1ccncc1>CCC(OC(C)=O)c1ccc(Cl)c2nc3n(c12)CCCCN3c1ncc(Cl)cc1Cl,1,0
O=S(=O)(c1ccc(F)cc1)c1ccc(/C=C/c2ccc(F)cc2)cn1>CC(=O)O.CCOC(C)=O.[H][H].[Pd]>O=S(=O)(c1ccc(F)cc1)c1ccc(CCc2ccc(F)cc2)cn1,0,1
COC(=O)[C@H](CC=O)N1C[C@@H](C)N(C(=O)OCc2ccccc2)CCC1=O.O[C@@H]1CNCCC12CC2>Cl>COC(=O)[C@H](CCN1CCC2(CC2)[C@H](O)C1)N1C[C@@H](C)N(C(=O)OCc2ccccc2)CCC1=O,0,1
Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(N)c1=O.O=C(O)[C@@H]1C[C@@H]1F>CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F>Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(NC(=O)[C@@H]2C[C@@H]2F)c1=O,1,0
COCCOC(=O)Nc1cccc(C)c1CCl.Cc1nc2c(O)cccn2c1CO>CC(C)=O.O=C([O-])[O-].[I-].[Na+]>COCCOC(=O)Nc1cccc(C)c1COc1cccn2c(CO)c(C)nc12,0,1
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(N)C(=O)O>CCN(CC)CC.CO.[Na+].[OH-]>CC(C)(C)OC(=O)NC(C)(C)C(=O)O,1,0
CN(C)C(=O)Cc1ccccc1.C[Si](C)(C)Cl>CC(C)NC(C)C.CCOCC.[Li]C>CN(C)C(=Cc1ccccc1)O[Si](C)(C)C,0,1
CC(C)(C)NC(=O)c1c[nH]c2ncc(Br)nc12.CC1(C)OB(c2cccc3cnn(COCC[Si](C)(C)C)c23)OC1(C)C>C1COCCO1.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Na+].[Pd]>CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3cccc4cnn(COCC[Si](C)(C)C)c34)nc12,1,0
NCC(=O)Nc1ccccc1C(=O)c1ccccc1.O=C=Nc1cccc(Cl)c1>Br.C1CCOC1.CCN(CC)CC.Cl.O>O=C(CNC(=O)Nc1cccc(Cl)c1)Nc1ccccc1C(=O)c1ccccc1,1,0
COC(=O)Cl.Nc1ccc(C2=NNC(=O)CC2)cc1>Cc1ccccc1>COC(=O)Nc1ccc(C2=NNC(=O)CC2)cc1,0,1
CC(C)(C)OC(=O)Nc1ccc(-c2cccs2)cc1[N+](=O)[O-]>CCOC(C)=O.[H][H].[Pd]>CC(C)(C)OC(=O)Nc1ccc(-c2cccs2)cc1N,1,0
N#CCOc1ccc2cc(-c3cc4ccccc4s3)ccc2c1Br.O=C(Cl)Cc1ccccc1>ClC(Cl)Cl.Cl[Sn](Cl)(Cl)Cl>N#CCOc1ccc2cc(-c3sc4ccccc4c3C(=O)Cc3ccccc3)ccc2c1Br,0,1
CC(C)(C)OC(=O)CNc1ccc(Br)cc1.CS(=O)(=O)Cl>CCN(CC)CC.CN(C)c1ccncc1.ClCCl>CC(C)(C)OC(=O)CN(c1ccc(Br)cc1)S(C)(=O)=O,0,1
C=CC(Cl)c1ccccc1.CCBr>CN1CCCC1=O.O.[Br-].[Na+]>C=CC(Br)c1ccccc1,1,0
CCOC(=O)c1ccc([N+](=O)[O-])cc1N1CCOCC1.Cc1ccc(N2CCNCC2)c(C)c1>CCO.COc1nc(OC)nc([N+]2(C)CCOCC2)n1.Cl.O.[Cl-].[Na+].[OH-]>Cc1ccc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3N3CCOCC3)CC2)c(C)c1,0,1
BrBr.Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-]>CC(=O)O>Nc1c([N+](=O)[O-])cc(Br)cc1[N+](=O)[O-],1,0
C[C@H](Oc1ccc(B(O)O)cc1)[C@@H](CCc1cccnc1)O[Si](C)(C)C(C)(C)C.Clc1ccc(Br)c(Cl)c1>CCO.Cc1ccccc1.O=C([O-])[O-].[Na+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>C[C@H](Oc1ccc(-c2ccc(Cl)cc2Cl)cc1)[C@H](O)CCc1cccnc1,0,1
CC(C)(C)OC(=O)N[C@H]1CCSc2cc(C(=O)O)c(Cl)cc21.Nc1ccnc2c1cnn2C(c1ccccc1)(c1ccccc1)c1ccccc1>C[n+]1ccccc1Cl.[I-]>CC(C)(C)OC(=O)N[C@H]1CCSc2cc(C(=O)Nc3ccnc4c3cnn4C(c3ccccc3)(c3ccccc3)c3ccccc3)c(Cl)cc21,1,0
NC(N)=O.O=C1OC(=O)c2c(I)cccc21>Cc1ccccc1C>O=C1NC(=O)c2c(I)cccc21,0,1
CCN(CC)CC.C[C@H]1CCC[C@@H](C)N1C(=O)N(N)c1ccc(F)cn1>C1CCOC1.ClC(Cl)(Cl)C(Cl)(Cl)Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1>C[C@H]1CCC[C@@H](C)N1c1nnc2ccc(F)cn12,1,0
O=S(=O)(Cl)c1cc(Cl)c(O)cc1Cl>Cc1ccccc1.O=S(=O)(O)O.[Zn]>Oc1cc(Cl)c(S)cc1Cl,0,1
C=C(c1cc(Cl)cc(Cl)c1)C(F)(F)F.ON=C(Cl)c1ccc(Br)c2nsnc12>CC(C)O.O=C([O-])O.[Na+]>FC(F)(F)C1(c2cc(Cl)cc(Cl)c2)CC(c2ccc(Br)c3nsnc23)=NO1,0,1
COc1ccccc1-n1c(CCl)nc2cccc(Cl)c2c1=O.Nc1ncnc2[nH]ccc(=O)c12>CN(C)C=O.O=C([O-])[O-].[Cs+]>COc1ccccc1-n1c(Cn2ccc(=O)c3c(N)ncnc32)nc2cccc(Cl)c2c1=O,0,1
O=C(O)Cc1ccc(Br)cc1.O=S(Cl)Cl>Cc1ccccc1>O=C(Cl)Cc1ccc(Br)cc1,1,0
COC(=O)C1=C(C=O)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1.NO>CC(=O)O.CC(=O)OC(C)=O.CC(=O)[O-].CCOC(C)=O.O=S(=O)(O)O.[Na+]>COC(=O)C1=C(C#N)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1,1,0
COc1cc(Br)cnc1Br.Cc1ccccc1>CCOC(C)=O.O.O=P([O-])([O-])[O-].[Cl-].[K+].[Na+]>COc1cc(Br)cnc1C1CC1,0,1
Cc1c(S(=O)(=O)Nc2ccc(Br)cc2C(F)(F)F)sc2ccc(F)cc12.OB(O)c1cncnc1>CCO.COCCOC.O=C([O-])[O-].[Na+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>Cc1c(S(=O)(=O)Nc2ccc(-c3cncnc3)cc2C(F)(F)F)sc2ccc(F)cc12,0,1
COc1cc(COc2nn(-c3ccccc3)cc2/C=C/S(C)=O)ccc1OCc1nc(-c2ccco2)oc1C.O=C(OO)c1cccc(Cl)c1>C1CCOC1.O=S([O-])[O-].[Na+]>COc1cc(COc2nn(-c3ccccc3)cc2/C=C/S(C)(=O)=O)ccc1OCc1nc(-c2ccco2)oc1C,1,0
